ISMN,annee_sortie,arrangeur,artiste,collection,compositeur,description,duree,edition,genre,instrumentation,niveau,partie_euro,ref_editeur,sous_titre,style,titre,url
,1979,Warren Barker,,Symphonic-Concert Band Series,Irving Berlin,Barker - Grades 4-5,,Hal Leonard,,Concert Band,4.0,False,HL20820020,,Concert,Tribute to Irving Berlin,https://www.musicshopeurope.fr/tribute-to-irving-berlin-hl20820020?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38000
,1998,Michael Sweeney,,Discovery Plus Concert Band,Alain Boublil,"The songs included are Work Song, I Dreamed a Dream, Master of the House, and Do You Hear the People Sing?&nbsp; This is suitable for players around a grade 3 standard.&nbsp;",00:04:00,Hal Leonard,"TV, Film, Comédie musicale",Orchestre d'Harmonie,2.0,True,HL08724642,,Comédie Musicale/Spectacle,Music from Les Miserables,https://www.musicshopeurope.fr/music-from-les-miserables-hl08724642?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38000
,1998,,,MusicWorks Grade 3,,"Richard Saucedo has emerged as one of the best writers of contemporary band works. His newest piece is geared for festival or contest use - a playable, exciting overture with distinctive motifs and a harmonic vocabulary that has great appeal with today's younger players.",,Hal Leonard,,Concert Band,3.0,False,HL04001761,,Concours,Angelic Festival,https://www.musicshopeurope.fr/angelic-festival-hl04001761?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38000
,1994,John Moss,,Young Concert Band,Oscar Hammerstein II,"'Oklahoma!' remains as one of the most enduring of Broadway shows and many of its songs are regarded as timeless treasures.  John Moss pays tribute to writers Rodgers and Hammerstein in his new young band medley that features: Oh, What A Beautiful Mornin'. Kansas City, People Will Say We're In Love. The Surrey With The Fringe On Top, and Oklahoma!",,Hal Leonard,,Concert Band,3.0,False,HL04001089,,Broadway,"Oklahoma!, Highlights From",https://www.musicshopeurope.fr/oklahoma-highlights-from-hl04001089?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38000
,2002,Mac Huff,,Young Concert Band,,"2002 marks the 100th birthday of one of America's top Broadway composers. Richard Rodgers' contributions to the musical theatre of his day were extraordinary, and his influence continues even today. This medley for choir, band and optional strings salutes the achievements of this Broadway legend.",,Hal Leonard,,Concert Band,3.0,False,HL04000857,,Broadway,Richard Rodgers in Concert (Medley),https://www.musicshopeurope.fr/richard-rodgers-in-concert-medley-hl04000857?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38000
,2001,Jay Bocook,,Young Concert Band,,The distinctive sound of the Scottish Highlands comes through in this marvelous medley by Jay Bocook.,,Hal Leonard,,Concert Band,3.0,False,HL04000843,,Concert,Christmas in the Highlands,https://www.musicshopeurope.fr/christmas-in-the-highlands-hl04000843?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38000
,1991,John Higgins,,Essential Elements Expert Level,Alan Menken,"Expert Level (correlates with Book 2, p. 15)",,Hal Leonard,,Concert Band,2.0,False,HL00861700,,,Under the Sea,https://www.musicshopeurope.fr/under-the-sea-hl00861700?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38000
,1981,Robert Russell Bennett,,Hal Leonard Concert Band Series,Oscar Hammerstein II,Bennett - Grades 3-5,,Hal Leonard,"TV, Film, Comédie musicale",Concert Band,4.0,False,HL00348183,,Broadway,The Sound of Music,https://www.musicshopeurope.fr/the-sound-of-music-hl00348183?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38000
,2013,,,MusicWorks Grade 2,Robert Buckley,"The pursuit is on! In the compelling style of classic spy music, Codebreaker takes your band into the world of intrigue and espionage. Though written for young band, Codebreakers effective orchestration gives it thesophisticated sound and intensity of a much more advanced piece. A non-stop thrill ride full of suspense and adventure! (Grade 2.5) Dur: 2:40",,Hal Leonard,,Orchestre d'Harmonie,2.5,True,HL04003462,,Post 1901,Codebreaker,https://www.musicshopeurope.fr/codebreaker-hl04003462
,,Ton van Grevenbroek,,,James Horner,,,Molenaar Edition,,Concert Band,3.0,True,MOL012732060,,,The mask of Zorro,https://www.musicshopeurope.fr/the-mask-of-zorro-mol012732060
,,Eric Osterling,,Hal Leonard Concert Band Series,,"Commissioned by The Tidewater Winds (professional concert band based in Hampton Roads, Virginia) in honor of founder Dr. Sydney Berg, here is a sparkling concert march for mature groups. Eric is a master at orchestrating thisstyle, and this new composition is rich in variety and exciting march strains.",,Hal Leonard,,Concert Band,4.0,False,HL04002025,,,Tidewater (Concert March),https://www.musicshopeurope.fr/tidewater-concert-march-hl04002025?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
,2011,Sean O'Loughlin,,Young Concert Band,James Horner,"The haunting style and memorable themes from the movie Legends of the Fall make it one of James Horner's best. With the main theme, arranged here by Sean O'Loughlin, you have the option of using piano at the beginning and end for added color and beauty.",,Hal Leonard,"TV, Film, Comédie musicale",Orchestre d'Harmonie,3.0,True,HL04001289,from Legends of the Fall,Film/TV,The Ludlows (from Legends of the Fall),https://www.musicshopeurope.fr/the-ludlows-from-legends-of-the-fall-hl04001289?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
,2011,,,Young Concert Band,Robert Jager,"Referring to the founder of Pennsylvania, William Penn, this suite of three appealing settings reflects on the origins and character of this state. The suite opens with the lighthearted 6/8 setting &ldquo;Punxsutawny Phil.&rdquo;Next is &ldquo;Moravian Hymn Variants&rdquo; which is solemn and rich-sounding, but with a brief spirited middle variation. &ldquo;Independence Hall&rdquo; concludes this well-written work in",,Edward B. Marks Music Company,,Orchestre d'Harmonie,3.0,True,HL04001279,,,Three Scenes from Penn's Woods,https://www.musicshopeurope.fr/three-scenes-from-penn-s-woods-hl04001279?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
,2009,Jay Bocook,,Young Concert Band,A.R. Rahman,"Winner of the 2009 Academy Award® for Best Picture, Best Original Score, and numerous other awards, this movie took the country by storm. The driving soundtrack of A.R. Rahman played a major part in bringing this powerful anduplifting story to the silver screen. A terrific setting for band! Includes: Jai Ho: O Saya: Aaj Ki Raat: Dreams On Fire.",00:04:45,Hal Leonard,"TV, Film, Comédie musicale",Orchestre d'Harmonie,3.0,True,HL04001215,,,Music from Slumdog Millionaire,https://www.musicshopeurope.fr/music-from-slumdog-millionaire-hl04001215?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
,2007,Michael Brown,,Young Concert Band,Danny Elfman,"With an unmistakable and distinct style, the music of Danny Elfman is found in many classic offbeat and spooky movies. Featuring themes from Edward Scissorhands, The Nightmare Before Christmas, Spider-Man, Beetlejuice, and Tales from the Crypt, here's a terrific arrangement that is sure to be a hit with your audience.",,Hal Leonard,"TV, Film, Comédie musicale",Orchestre d'Harmonie,3.0,True,HL04001105,film scores of Danny Elfman,Film/TV,Music for a Darkened Theatre,https://www.musicshopeurope.fr/music-for-a-darkened-theatre-hl04001105?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
,1997,Jay Bocook,,Young Concert Band,,,,Hal Leonard,Disney,Concert Band,3.0,False,HL04000632,from Hercules,Film/TV,Go the Distance,https://www.musicshopeurope.fr/go-the-distance-hl04000632?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
,2002,Paul Lavender,,Essential Elements Master Level,Stan Jones,"Master Level (correlates with Book 2, p. 32) The sounds of the old west come alive in this exciting arrangement by Paul Lavender. Effectively scored for all sections, your players will have a blast playing this one!",,Hal Leonard,Pop & rock,Concert Band,2.0,False,HL00862132,,,(Ghost) Riders in the sky,https://www.musicshopeurope.fr/ghost-riders-in-the-sky-hl00862132?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
9790035200506,2011,Robert van  Beringen,,Great Classics,Gabriel Fauré,"Pie Jesu est le célèbre aria pour Soprano et orchestre cordes extrait du Requiem Op. 48 de Gabriel Fauré, qu’il composa peu de temps après le décès de son père. Pie Jesu est empreint d’une atmosphère douce et paisible sans pour autant évoquer un sentiment de tristesse. L’arrangement réalisé par Robert van Beringen capture l’essence même de cet aria, en reflétant toute l’émotion de la merveilleuse musique de Fauré,",00:03:30,De Haske Publications,Musique pour célébration,Orchestre d'Harmonie,2.0,True,DHP 1115077-010,from Requiem opus 48,,Pie Jesu,https://www.musicshopeurope.fr/pie-jesu-dhp%201115077--010?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
9790035058190,2009,,,Musica Sacra,Jan de Haan,"Grosser Gott, wir loben dich (Grand Dieu nous te bénissons)  est un célèbre cantique allemand composé au XVIIIe siècle par Ignaz Franz. Sa mélodie est directement inspirée du  Te Deum laudamus  (IVe siècle), fréquemment attribué Nicetas, évêque de Remesiana. La ligne mélodique est facile suivre.Après une introduction brillante par les cuivres, la première variation sur le choral apparaît. La mélodie du cantique est",00:08:30,De Haske Publications,Pièce de concert,Orchestre d'Harmonie,3.0,True,DHP 1094669-010,"Variations on Großer Gott, wir loben Dich",,Te Deum,https://www.musicshopeurope.fr/te-deum-dhp%201094669--010?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
9790035051733,2000,,,New Sounds for Concert Band,Stevie Wonder,,00:04:00,De Haske Publications,Pop & rock,Orchestre d'Harmonie,4.0,True,DHP 1002550-010,,,Sir Duke,https://www.musicshopeurope.fr/sir-duke-dhp%201002550--010?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
9790035044902,1989,,,Concert and Contest Collection CBHA,Jan Van der  Roost,"Spartacus is a ""Symphonic Tone Poem"" with 3 joints. Each section has its own melodical materials, however: in the final movement the main theme from the second section returns in a 'grandioso'-tutti. The last bar but one recaptures the 'oriental' atmosphere of the very beginning. The first section (= from the beginning till J) builds up a climax by repeating and accumulating some melodical and rhythmical stuctures.",00:13:50,De Haske Publications,,Orchestre d'Harmonie,6.0,True,DHP 0890131-010,,,Spartacus,https://www.musicshopeurope.fr/spartacus-dhp%200890131--010?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
,1999,,,Prestige Series,James L. Hosay,,00:03:24,Curnow Music Press,Pièce de concert,Concert Band,4.0,False,CMP 0259-99-040,,,Guardians of Peace,https://www.musicshopeurope.fr/guardians-of-peace-cmp%200259--99--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
9790035037416,1996,,,Soloworks Series,Stephen Bulla,,00:06:26,Curnow Music Press,,Concert Band/Harmonie and Flute Solo,4.0,True,CMP 0086-96-010,,,Rhapsody for Flute,https://www.musicshopeurope.fr/rhapsody-for-flute-cmp%200086--96--010?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
,1997,,,Passport Plus Series,James Curnow,"Peut-on concevoir la vie sans la beauté des arts ? Des siècles de paysages sublimés, de portraits exquis et de sculptures délicates signés par de grands maîtres sont mis en musique dans cette composition de James Curnow. Une promenade travers les salles d’un musée la rencontre des Beaux-Arts.",00:09:32,Curnow Music Press,,Concert Band,2.5,False,CMP 0164-97-040,,,A Day at the Museum,https://www.musicshopeurope.fr/a-day-at-the-museum-cmp%200164--97--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38025
,,Willy Hautvast,,,Francesco Sartori/Quarantotto,,,Molenaar Edition,,Orchestre d'Harmonie,2.0,True,MOL012465040,Soprano/Tenor Voice ad Lib.,,Con Te Partiro (Time To Say Goodbye),https://www.musicshopeurope.fr/con-te-partiro-time-to-say-goodbye-mol012465040
9790365208678,2004,Georges Moreau,,,Aram Il'yich Khachaturian,"Mis en musique par Aram Khatchatourian, le ballet  Spartacus , donne une version dansée de la révolte historique contre la tyrannie romaine. Georges Moreau a réalisé une suite du ballet duquel est extrait le mondialement célèbre  Adagio de Spartacus et Phrygie  (Acte III) désormais disponible séparément. La musique sensuelle et mélodieuse évoque des images du film éponyme.",00:06:01,Beriato Music Publishing,Hymnes et chorals,Orchestre d'Harmonie,,True,BMP4061227,,,Adagio Of Spartacus And Phrygia,https://www.musicshopeurope.fr/adagio-of-spartacus-and-phrygia-bmp4061227
9790570290079,2001,,,Ceremonial Series,Philip Sparke,Navigation Inn was originally written for brass band to celebrate one of the most famous events of the brass band calendar - the Whit Friday marches. The Navigation Inn is a pub which is a popular meeting place for bandsmen. This version for concert band is in the style of a traditional contest style march and will bring a great sense of tradition to all concerts.,00:03:15,Anglo Music Press,Marche,Orchestre d'Harmonie,5.0,True,AMP 007-010,,,Navigation Inn,https://www.musicshopeurope.fr/navigation-inn-amp%20007--010?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
,2003,,,,Robert W. Smith,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BDM03043,,,The Great Steamboat Race,https://www.musicshopeurope.fr/the-great-steamboat-race-alf00bdm03043?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
,,,,,Vaclav Nelhybel,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BDM03026,,,Festivo (for Symphonic Band),https://www.musicshopeurope.fr/festivo-for-symphonic-band-alf00bdm03026?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
9790035033173,2009,Lorenzo Bocci,,"DHP Pop, Film and Show",Nino Rota,"Les musiques de Nino Rota ont marqué l’histoire du cinéma. Ses thèmes mythiques sont associés des scènes inoubliables de films de grands réalisateurs comme Fellini, Visconti ou Coppola (avec  Le Parrain I  et  Le Parrain II  pour lequel il reçut un Oscar en 1974). Ce medley signé Lorenzo Bocci rassemble quatre des partitions les plus célèbres du maître italien :  Bevete piú latte (Boccace 70) ,  Amarcord, La dolce",00:06:30,Music Sales,"TV, Film, Comédie musicale",Orchestre d'Harmonie,3.0,True,1694-09-010 MS,,,A Tribute to Nino Rota,https://www.musicshopeurope.fr/a-tribute-to-nino-rota-1694--09--010%20ms?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
9790035032633,2009,,,Michael Klostermann und seine Musikanten,Michael Klostermann,,,Mitropa Music,Polka,Orchestre d'Harmonie,,True,1614-09-010 M,,,Leise Tränen,https://www.musicshopeurope.fr/leise-tr%c3%a4nen-1614--09--010%20m?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
9790035027424,2004,,,Scherzando Concert Works,Kevin Houben,"Arcana est le pluriel du mot latin arcanum qui signifi e secret. Kevin Houben cherche dévoiler le secret de la longévité d'une formation instrumentale. Chaque climat musical correspond une tranche de vie particuliére. Lamusique est mystérieuse, pétillante et méditative.",00:10:00,Scherzando,Pièce de concert,Orchestre d'Harmonie,5.0,True,1112-04-010 S,,,Arcana,https://www.musicshopeurope.fr/arcana-1112--04--010%20s?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
9790035023785,2000,,,Mitropa Concertwork Series,Franco Cesarini,"The variation form is one of the oldest and most fundamental forms of musical technique. Franco Cesarini has chosen the well known French folk melody, Sur le pont d'Avignon as the basis for this piece. The piece begins with ashort introduction followed by the exposition and ten lively and contrasting variations. The final reminder of the main theme also included references to the famous French nursery songs J'ai du",00:07:00,Mitropa Music,Pièce de concert,Orchestre d'Harmonie,3.0,True,0534-00-010 M,,,Variations On A French Folksong,https://www.musicshopeurope.fr/variations-on-a-french-folksong-0534--00--010%20m?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
9790035063972,1995,Larry Foster,,"Scherzando Pop, Film and Show",,,00:02:59,Scherzando,Pop & rock,Concert Band/Harmonie/Fanfare,3.0,True,0186-95-015 S,,,You are not alone,https://www.musicshopeurope.fr/you-are-not-alone-0186--95--015%20s?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
,,,,,Karl Jenkins,,00:04:10,Musikverlag Siegfried Rundel,Pièce de concert,Concert Band and SATB,3.0,,MVSRBRM040,,,Adiemus - Songs Of Sanctuary,https://www.musicshopeurope.fr/adiemus-songs-of-sanctuary-mvsrbrm040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
,,,,,Philip Sparke,,,Studio Music,Pièce de concert,Orchestre d'Harmonie,4.0,True,SMM050094135,Prestige Concert Band set,,The Year of the Dragon,https://www.musicshopeurope.fr/the-year-of-the-dragon-smm050094135?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
,1991,Calvin Custer,,G. Schirmer Band-Orchestra,Gustav Holst,"A version of Holst's most famous work done at a level that can be achieved by young bands.  Incoporating the three best-known movements, Mars, Venus, and Jupiter, Calvin Custer has created an invaluable piece for developing players.  You'll use this one for years to come.",,G. Schirmer,Classique,Concert Band,4.0,False,HL50481668,Score and Parts,,Suite (from The Planets),https://www.musicshopeurope.fr/suite-from-the-planets-hl50481668?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
,,James Curnow,,Curnow Music Concert Band,Tomás Luis de Victoria,"Here we find the sound of late Renaissance Spanish composer Tomas Luis de Victoria artistically captured for the concert band. The arranger masterfully articulates de Victoria's subtle and expressive polyphony, and clearlybalances the intricate counterpoint through skillful scoring techniques. A well-crafted performance of this piece will be a highlight of any concert program. Dur: 2:35",00:02:35,Curnow Music Press,,Orchestre d'Harmonie,3.0,True,HL44010891,,,O Most Holy Mystery,https://www.musicshopeurope.fr/o-most-holy-mystery-hl44010891?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
,,,,Curnow Music Concert Band,William Himes,"The unique writing style of William Himes is showcased here as he takes the simplest of folk songs and transforms it into a feast for the senses. The basic melody takes on a more insistent guise as melodic fragments graduallygrow, morph and unite, launching into a relentless rhythm that leads to the breathtaking finale. Directors who know Mr. Himes' work want to add every new concert band piece he publishes to their",00:07:30,Curnow Music Press,,Orchestre d'Harmonie,4.0,True,HL44010647,,,Fantasy on a Mountain Song,https://www.musicshopeurope.fr/fantasy-on-a-mountain-song-hl44010647?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
,,,,Curnow Music Concert Band,Stephen Bulla,A mix of original material and an old English song let you explore the musical tradition of &ldquo;wassailing&rdquo; with your band. Stephen Bulla's amazing knack for harmony and subtly unpredictable scoring always makes for aninteresting ride. Your winter concert deserves something to contrast the usual fare and you'll find just that in this fine example of young band arranging. Innovative!,00:02:10,Curnow Music Press,Pièce de concert,Orchestre d'Harmonie,2.0,True,HL44010639,"Based on God Rest Ye Merry, Gentlemen",,Yorkshire Wassail,https://www.musicshopeurope.fr/yorkshire-wassail-hl44010639?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
,,,,Curnow Music Concert Band,James Curnow,"It's sometimes hard to find just the right piece for that middle ground between the grade 2 young band and the fully functioning grade 3 group. The importance of this growth period in the band's musicality is often overlooked byband composers. James Curnow's  On a Renaissance Carol  is a great intermediate step with its slightly more exposed orchestration and integral independence of parts. Subtle phrasing, dynamics",00:02:00,Curnow Music Press,Pièce de concert,Orchestre d'Harmonie,2.5,True,HL44010590,The Angels' Song,Renaissance,On a Renaissance Carol,https://www.musicshopeurope.fr/on-a-renaissance-carol-hl44010590?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38050
9790365207381,2003,Stef Minnebo,,,Andres Jose M. Cano,"Groupe phare de la pop espagnole des années 80, le groupe Mecano connut un grand succès international.  Hijo de la Luna (Dis-moi Lune d’Argent) , un standard du répertoire du groupe, a fait l’objet de nombreuses reprises. Après Sarah Brightman, l’artiste flamande Belle Perez a créé une nouvelle version de ce titre et s’est classée dans le top 3 des hit-parades belges et néerlandais.",00:04:36,Beriato Music Publishing,Pop & rock,Orchestre d'Harmonie,,True,BMP3111195,,,Hijo De La Luna,https://www.musicshopeurope.fr/hijo-de-la-luna-bmp3111195
,2016,,,MusicWorks Grade 1,Michael Oare,"This overture for second year players tells the musical story of Portsmouth Village, once a bustling sea village on North Carolina's Outer Banks, but now a ghost town with past glories only a memory. In this descriptive work, the slow and reflective opening leads to a vibrant faster section with driving rhythms and melodic lines passed from section to section. Dur: 2:45.",,Hal Leonard,Pièce de concert,Concert Band,1.0,False,HL04004721,,Festival,The Forgotten Village,https://www.musicshopeurope.fr/the-forgotten-village-hl04004721?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38075
,,,,,Bertrand Moren,,00:06:18,Editions Marc Reift,,Concert Band/Harmonie and Trombone Solo,5.0,True,EMR9933,,,Explorations,https://www.musicshopeurope.fr/explorations-emr9933?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38075
,2005,,,,Ferrer Ferran,"La passacaille est un genre caractéristique de la musique traditionnelle espagnole. Issue de la marche instrumentale, elle devient une danse noble et lente. Les mouvements maniérés et prétentieux dont elle se compose dépeignent merveille l’attitude et la mentalité de l’homme espagnol des années 1960.  La Rodana  n’offre pas uniquement une illustration du genre musical auquel elle appartient, mais fait également",00:04:10,Ibermúsica,Pièce de concert,Concert Band,3.0,False,IB 015-040,Pasacalle Español,,La Rodana,https://www.musicshopeurope.fr/la-rodana-ib%20015--040?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38075
,1987,,,G. Schirmer Band-Orchestra,Norman Dello Joio,"A significant figure in American music, &lt;em&gt;Norman Dello Joio&lt;/em&gt; composed several works for band that have become part of the standard literature. This composition from 1975 features Mediterranean folk dance influences and offers a distinctive and dramatic setting for band. (Grade 4)",,Associated Music Publishers,Classique,Concert Band,4.0,False,HL50244620,Score and Parts,Post 1901,Satiric Dances (for a Comedy by Aristophanes),https://www.musicshopeurope.fr/satiric-dances-for-a-comedy-by-aristophanes-hl50244620?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38075
,1993,Michael Sweeney,,Discovery Plus Concert Band,George Gershwin,"Michael Sweeney's arrangement for developing bands pays tribute to America's legendary song writer, George Gershwin.  Strike Up The Band, Summertime, and Rhapsody In Blue are skillfully arranged in this superb concert number.",,Hal Leonard,"TV, Film, Comédie musicale",Concert Band,2.0,False,HL08724540,,Comédie Musicale/Spectacle,Gershwin Classics,https://www.musicshopeurope.fr/gershwin-classics-hl08724540?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38075
,2009,,,MusicWorks Grade 4,Michael Sweeney,"The term passage can variously describe a passageway of travel, a musical phrase, or perhaps the soul's moving on from this world to the next. In this work for band, dark and rich sonorities are contrasted with a lilting,Celtic-flavored melody as it alternates with striking passages from the brass. Later, an alto sax soloist adds a haunting quality to the mood followed by a return of the ethnic drumming heard",00:07:00,Hal Leonard,,Orchestre d'Harmonie,4.0,True,HL04002871,,Concert,Passages,https://www.musicshopeurope.fr/passages-hl04002871?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d38075
